name,price,rating,ram,display,camera,battery,processor
"POCO X7 Pro 5G (Yellow, 256 GB)","₹25,999",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP | 20MP Front Camera,6550 mAh Battery,Dimensity D8400 Ultra Processor
"POCO X7 5G (Glacier Green, 256 GB)","₹18,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultra Processor
"realme C73 5G (Crystal Purple, 128 GB)","₹11,499",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"realme C73 5G (Onyx Black, 128 GB)","₹11,499",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"Samsung Galaxy A56 5G (Awesome Olive, 256 GB)","₹44,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP + 5MP | 12MP Front Camera,5000 mAh Battery,Samsung Exynos 1580 Processor
"IQOO Neo 10 (Inferno Red, 512 GB)","₹42,500",4.6,16 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Qualcomm Processor
"Infinix Hot 50 5G (Sage Green, 128 GB)","₹9,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"Infinix Hot 50 5G (Dreamy Purple, 128 GB)","₹9,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹9,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"Infinix Hot 50 5G (Sleek Black, 128 GB)","₹10,499",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹14,999",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"Samsung Galaxy M35 5G (Moonlight Blue, 128 GB)","₹16,449",4.4,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 YEAR
"Samsung Galaxy S25 5G (Navy, 256 GB)","₹80,999",4.6,12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Elite for Galaxy Processor
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,396",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"Alcatel V3 Pro 5G (Matcha Green, 256 GB)","₹17,999",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP + 5MP | 8MP Front Camera,5200 mAh Battery,Dimensity 6300 Processor
"Alcatel V3 Pro 5G (Metallic Grey, 256 GB)","₹17,999",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP + 5MP | 8MP Front Camera,5200 mAh Battery,Dimensity 6300 Processor
"vivo V50e 5G (Sapphire Blue, 256 GB)","₹30,999",4.3,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,Dimensity 7300 Processor
"realme 14 Pro 5G (Jaipur Pink, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Energy Processor
"realme 14 Pro 5G (Pearl White, 256 GB)","₹26,999",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Energy Processor
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","₹37,999",4.5,16 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor
"vivo V50e 5G (Sapphire Blue, 128 GB)","₹28,999",4.3,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,Dimensity 7300 Processor
"Infinix Note 40 5G (Obsidian Black, 256 GB)","₹15,999",4.2,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + 2MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7020 Processor
"vivo V50e 5G (Pearl White, 128 GB)","₹28,999",4.3,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,Dimensity 7300 Processor
"realme 14 Pro 5G (Pearl White, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Energy Processor
"POCO X7 Pro 5G (Nebula Green, 256 GB)","₹25,999",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP | 20MP Front Camera,6550 mAh Battery,Dimensity D8400 Ultra Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹14,499",4.2,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,697",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹10,499",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"realme P3 Pro 5G (Saturn Brown, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 70 TURBO 5G (Turbo Green, 256 GB)","₹19,001",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor
"vivo T3 Ultra (Frost Green, 256 GB)","₹29,999",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor
"OnePlus 13s 5G (Black Velvet, 512 GB)","₹57,327",4.5,12 GB RAM | 512 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,1 Year Warranty
"Samsung Galaxy S25 5G (Mint, 256 GB)","₹80,999",4.6,12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Elite for Galaxy Processor
"REDMI Note 14 5G (Titan Black, 256 GB)","₹19,680",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,1 Year
"REDMI Note 14 5G (Mystique White, 256 GB)","₹19,449",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,1 Year
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)","₹13,857",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)","₹13,841",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)","₹11,878",4.1,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Mint Green, 128 GB)","₹13,898",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus 13s 5G (Pink Satin, 256 GB)","₹54,978",4.5,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,1 Year Warranty
"OnePlus 13s 5G (Black Velvet, 256 GB)","₹52,959",4.5,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,1 Year Warranty
"vivo V50e 5G (Pearl White, 256 GB)","₹30,999",4.3,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 50MP Front Camera,5600 mAh Battery,Dimensity 7300 Processor
"realme 70 TURBO 5G (Turbo Purple, 128 GB)","₹18,990",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor
"OnePlus 13s 5G (Green Silk, 256 GB)","₹52,998",4.5,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,1 Year Warranty
"Samsung Galaxy A56 5G (Awesome Olive, 128 GB)","₹38,999",4.3,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP + 5MP | 12MP Front Camera,5000 mAh Battery,Samsng Exynos 1580 Processor
"vivo T3 Ultra (Lunar Gray, 256 GB)","₹31,999",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor
"vivo T3 Ultra (Lunar Gray, 128 GB)","₹27,999",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor
"REDMI Note 14 5G (Phantom Purple, 256 GB)","₹19,447",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,1 Year
"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹11,499",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹10,499",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"vivo V50 5G (Rose Red, 128 GB)","₹32,999",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP | 50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor
"vivo V50 5G (Titanium Grey, 128 GB)","₹32,999",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP | 50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor
"Samsung Galaxy A56 5G (Awesome Graphite, 256 GB)","₹41,999",4.3,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP + 5MP | 12MP Front Camera,5000 mAh Battery,Samsung Exynos 1580 Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Lithium Polymer Battery,4 Gen 2 AE Processor
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Lithium Polymer Battery,4 Gen 2 AE Processor
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Lithium Polymer Battery,4 Gen 2 AE Processor
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)","₹16,299",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD Display,50MP + 50MP + 2MP | 13MP Dual Front Camera,5100 mAh Battery,Dimensity 6300 5G Mobile Platform Processor
"REDMI 13 5G (Orchid Pink, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Lithium Polymer Battery,4 Gen 2 AE Processor
"REDMI 13 5G (Black Diamond, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Lithium Polymer Battery,4 Gen 2 AE Processor
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)","₹36,999",4.3,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor
"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹37,999",4.4,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 14 Pro 5G (Suede Grey, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Energy Processor
"realme 14 Pro 5G (Suede Grey, 256 GB)","₹26,999",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Energy Processor
"realme C73 5G (Jade Green, 128 GB)","₹11,499",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹11,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"Samsung Galaxy M35 5G (Moonlight Blue, 256 GB)","₹26,999",4.3,8 GB RAM | 256 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 YEAR
"realme 70 TURBO 5G (Yellow, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor
"realme 70 TURBO 5G (Turbo Yellow, 128 GB)","₹15,831",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor
"vivo V50 5G (Starry Night, 256 GB)","₹34,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP | 50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor
"vivo T3 Ultra (Frost Green, 128 GB)","₹27,999",4.5,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor
"vivo T3 Ultra (Frost Green, 256 GB)","₹31,999",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP + 8MP | 50MP Front Camera,5500 mAh Battery,Dimensity 9200+ Processor
"OPPO Reno14 Pro 5G (Titanium Grey, 512 GB)","₹54,999",4.5,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Full HD+ Display,50MP + 50MP + 50MP | 50MP Front Camera,6200 mAh Battery,Dimensity 8450 Processor
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)","₹89,990",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,Snapdragon 8 Gen 3 Processor
"realme 14 Pro+ 5G (Suede Grey, 512 GB)","₹37,999",4.4,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"OPPO Reno14 Pro 5G (Titanium Grey, 256 GB)","₹49,999",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ Display,50MP + 50MP + 50MP | 50MP Front Camera,6200 mAh Battery,Dimensity 8450 Processor
"Google Pixel 8 Pro (Obsidian, 256 GB)","₹64,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 48MP + 48MP | 10.5MP Front Camera,5050 mAh Battery,Tensor G3 Processor
"Motorola Razr 60 (PANTONE Spring Bud, 256 GB)","₹49,999",4.5,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4500 mAh Battery,Dimensity 7400X Processor
"realme NARZO 80 Pro 5G (Speed Silver, 128 GB)","₹18,187",4.5,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Google Pixel 8 Pro (Obsidian, 128 GB)","₹59,999",4.4,12 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 48MP + 48MP | 10.5MP Front Camera,5050 mAh Battery,Tensor G3 Processor
"vivo Y400 Pro 5G (Freestyle White, 256 GB)","₹26,999",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7300 Processor
"vivo Y400 Pro 5G (Fest Gold, 256 GB)","₹26,999",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7300 Processor
"Alcatel V3 Classic 5G (Halo White, 128 GB)","₹12,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Dual Camera | 8MP Front Camera,5200 mAh Battery,Dimensity 6300 Processor
"Samsung Galaxy F14 5G (Green, 128 GB)","₹11,990",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"vivo V50 5G (Starry Night, 512 GB)","₹38,999",4.5,12 GB RAM | 512 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP | 50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor
"Samsung Galaxy M56 5G (Light Green, 256 GB)","₹28,478",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera,5000 mAh Battery,OCTACORE Processor
"LAVA Yuva 2 5G (Marble White, 128 GB)","₹9,299",4.3,4 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"Samsung Galaxy A36 5G (Awesome White, 128 GB)","₹30,999",4.3,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor
"vivo Y400 Pro 5G (Freestyle White, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7300 Processor
"vivo Y400 Pro 5G (Fest Gold, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7300 Processor
"Samsung Galaxy A26 5G (Awesome Mint, 256 GB)","₹25,999",4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor
"vivo V50 5G (Rose Red, 256 GB)","₹34,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 50MP | 50MP Front Camera,6000 mAh Battery,7 Gen 3 Processor
"Honor 200 5G (Black, 256 GB)","₹22,489",4.3,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Super AMOLED Display,50MP + 50MP + 12MP | 50MP Front Camera,5200 mAh Battery,Snapdragon 7 Gen 3 Processor
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹34,990",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor
"Samsung Galaxy A15 5G (Blue Black, 128 GB)","₹16,995",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
"Motorola g64 5G (Pearl Blue, 128 GB)","₹13,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor
"OPPO A3x 5G (Starry Purple, 64 GB)","₹10,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5100 mAh Battery,Dimensity 6300 Processor
"realme 14 Pro Lite 5G (Glass Purple, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹34,990",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor
"Google Pixel 8a (Obsidian, 256 GB)","₹44,999",4.3,8 GB RAM | 256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP | 13MP Front Camera,4404 mAh Battery,Tensor G3 Processor
"Samsung Galaxy A06 5G (Light Gray, 128 GB)","₹10,488",4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 50MP | 2MP + 2MP Dual Front Camera,5000 mAh Battery,MEDIATEK Processor
"realme 13 Pro+ 5G (Monet Gold, 256 GB)","₹25,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"realme 13 Pro+ 5G (Emerald Green, 256 GB)","₹25,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹34,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"OPPO A5 Pro 5G (Feather Blue, 128 GB)","₹17,999",4.2,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 2MP | 8MP Front Camera,5800 mAh Battery,Dimensity 6300 Processor
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹34,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 14 Pro+ 5G (Suede Grey, 128 GB)","₹29,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹31,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹31,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor
"realme 13 Pro+ 5G (Monet Gold, 512 GB)","₹28,999",4.4,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"realme 13 Pro+ 5G (Monet Purple, 256 GB)","₹26,990",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"Samsung Galaxy A36 5G (Awesome Black, 128 GB)","₹30,999",4.3,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor
